Unique Well ID,Region,Operator Name,First 12 mo CUM GAS  Mcf,First 12 mo CUM CND/OIL  Bbl,First 12 mo CUM BOE  Bbl,First 12 mo Monthly WTR  Bbl,First 12 mo CALENDAR DAILY AVG GAS  Mcf,First 12 mo CALENDAR DAILY AVG BOE  Bbl,Total Measured Depth (m) WCFD,First 12 mo CUM HRS  hrs,Completion Year WCFD,Completed Length (m) WCFD,Avg Frac Spacing (m/s),Stages Actual WCFD,Technology Group WCFD,Avg Proppant Placed WCFD (t/m),Total Proppant Placed WCFD (t),Frac Fluid WCFD,Avg Fluid Pumped WCFD (m3/s)
102/09-32-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,2090900,0,348483,8003,5729,955,3538,7330,2013,1398,93,15,Ball and Seat ,0.8,1044.3,SW,575.8
102/10-10-080-17W6/00,south_graben,OVINTIV CANADA ULC,2089738,27370,375659,36035,5710,1026,4538,6264,2015,2300,96,24,Plug and Perf,1.8,4070.8,SW,821.2
100/05-20-080-17W6/00,south_graben,OVINTIV CANADA ULC,2083495,49688,396937,70022,5708,1088,3971,8501,2018,1672,93,18,Plug and Perf,1.7,2911,SW,588
100/11-21-077-14W6/00,south_graben,OVINTIV CANADA ULC,2083268,70093,417304,43156,5708,1143,5685,8021,2018,3109,100,31,Plug and Perf,1.7,5416,SW,445.1
100/12-29-080-15W6/00,south_graben,TOURMALINE OIL CORP.,2064986,2530,346694,33745,5658,950,3518,7459,2013,1356,45,30,Ball and Seat/Plug and Perf,1.2,1650,SW,265.1
102/05-32-079-17W6/00,south_graben,OVINTIV CANADA ULC,2058817,28704,371840,58273,5641,1019,4297,7649,2018,1719,96,18,Plug and Perf,1.7,2857,SW,620
100/08-34-080-17W6/00,south_graben,OVINTIV CANADA ULC,2056246,132529,475236,161318,6720,1553,5781,7188,2020,3337,57,59,Plug and Perf,2.6,8752.3,SW,675.8
100/16-02-079-18W6/00,south_graben,TOURMALINE OIL CORP.,2055924,47,342701,66162,5633,939,3650,7661,2014,1054,41,26,Ball and Seat ,1.5,1554.2,SW,328
102/10-29-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,2046930,606,341761,24141,5608,936,4127,8525,2017,1848,50,37,Ball and Seat ,1.8,3256.9,SW,554.4
102/01-10-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,2046852,821,341963,21974,5593,934,4443,6938,2015,1992,62,32,Ball and Seat ,1.2,2414.6,SW,500.3
100/02-13-080-17W6/00,south_graben,OVINTIV CANADA ULC,2042593,66281,406713,229074,5581,1111,4763,8527,2019,2596,96,27,Plug and Perf,2.3,5876,SW,729.7
100/13-19-079-14W6/00,south_graben,ARC RESOURCES LTD.,2035770,225,339520,11943,5578,930,3934,6014,2013,1725,123,14,Plug and Perf,0.5,854,SW,332.7
100/16-35-078-18W6/00,south_graben,ARC RESOURCES LTD.,2035611,0,339269,31460,5562,927,4889,7435,2015,2338,78,30,Ball and Seat ,1.3,3063,SW,501.9
100/08-14-077-14W6/00,south_graben,OVINTIV CANADA ULC,2033867,35522,374500,51022,5572,1026,4963,8122,2018,2596,93,28,Plug and Perf,1.8,4553,SW,418.9
100/15-27-077-15W6/00,south_graben,OVINTIV CANADA ULC,2031215,7503,346039,5458,5565,948,4855,7406,2012,1791,224,8,Plug and Perf,0.7,1260,SW,928.7
100/14-11-079-15W6/00,south_graben,ARC RESOURCES LTD.,2018102,457,336807,12856,5529,923,4692,7826,2014,2457,137,18,Ball and Seat/Plug and Perf,0.8,2016,SW,486.6
100/13-21-077-14W6/00,south_graben,OVINTIV CANADA ULC,2009217,74146,409016,84801,5505,1121,4395,8035,2018,1959,93,21,Plug and Perf,1.7,3321,SW,424.9
104/04-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,2002765,25952,359747,76169,5487,986,4890,7810,2018,2257,103,22,Plug and Perf,1.4,3174,SW,709.3
104/09-03-079-17W6/00,south_graben,OVINTIV CANADA ULC,1999654,823,334099,15603,5479,915,4561,7781,2014,1671,73,23,Ball and Seat ,1.4,2357,SW,484.4
100/15-05-080-17W6/00,south_graben,OVINTIV CANADA ULC,1999011,48656,381824,110403,5477,1046,4890,8239,2018,2544,88,29,Plug and Perf,1.3,3236.6,SW,427.5
102/09-34-080-17W6/00,south_graben,OVINTIV CANADA ULC,1992513,100463,432549,170500,6512,1414,5550,7032,2020,3242,88,37,Plug and Perf,2.3,7599.5,SW,666.1
103/04-08-081-20W6/00,south_graben,SHELL CANADA LIMITED,1989957,0,331659,89787,5452,909,5270,7284,2016,2856,58,49,Ball and Seat/Coil Tubing,0.9,2450.6,SW,293
104/16-11-080-17W6/00,south_graben,OVINTIV CANADA ULC,1983469,78920,409498,239409,5419,1119,4799,7738,2019,2593,76,34,Plug and Perf,3.5,8960,SW,746.9
102/05-31-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1983455,97,330673,5709,5419,904,3647,6216,2015,1371,53,26,Ball and Seat ,0.8,1081.6,SW,235.5
102/04-17-079-14W6/00,south_graben,ARC RESOURCES LTD.,1983367,123,330684,12552,5434,906,4410,7574,2017,2108,151,14,Plug and Perf,1.3,2777.1,SW,824
100/13-03-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1982904,0,330484,30127,5433,905,5538,8148,2017,2900,97,30,Plug and Perf,3,8770,SW,1394.1
102/16-35-078-18W6/00,south_graben,ARC RESOURCES LTD.,1981449,0,330242,32322,5414,902,5016,7190,2015,2346,90,26,Ball and Seat ,1.1,2599.8,SW,674.2
103/13-33-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1980015,18,330020,62018,5911,985,4189,5407,2020,1452,54,27,Ball and Seat ,0.9,1348,SW,363.8
100/13-35-081-20W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1975580,6,329270,41268,5413,902,6015,6907,2018,3815,56,68,Ball and Seat/Plug and Perf,1.3,4806.5,SW,793.4
100/01-04-078-15W6/00,south_graben,OVINTIV CANADA ULC,1972702,13477,342261,11379,5405,938,5344,6276,2012,2753,229,12,Plug and Perf,0.7,1917,SW,910.5
100/15-01-080-18W6/00,south_graben,OVINTIV CANADA ULC,1972659,37370,366146,55862,5390,1000,4168,7990,2019,1471,98,15,Plug and Perf,2.2,3202,SW,879.6
100/11-12-077-15W6/00,south_graben,OVINTIV CANADA ULC,1972585,37095,365859,48857,5404,1002,5910,7726,2017,3115,125,25,Plug and Perf,1.4,4203.4,SW,995.8
102/16-36-077-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1971717,0,328619,35240,5402,900,5795,6996,2017,2903,97,30,Plug and Perf,1.5,4364,SW,824.2
100/02-30-079-14W6/00,south_graben,ARC RESOURCES LTD.,1969269,76,328287,11573,5395,899,4103,7130,2013,1871,104,18,Plug and Perf,0.6,1110,SW,356.8
100/01-19-080-17W6/00,south_graben,OVINTIV CANADA ULC,1962238,47114,374153,80301,5376,1025,4216,8345,2018,1900,95,20,Plug and Perf,1.7,3162.1,SW,587.3
100/08-02-080-19W6/00,south_graben,SHELL CANADA LIMITED,1956906,0,326151,57105,5347,891,5619,8177,2016,2918,94,31,Ball and Seat ,0.6,1863.7,SW,367.9
104/01-19-078-17W6/00,south_graben,ARC RESOURCES LTD.,1956891,0,326149,26963,5361,894,4960,6910,2018,2132,74,29,Plug and Perf,2.6,5598.7,SW,1076.4
102/16-03-081-18W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1953431,207,325779,28013,5352,893,4827,7870,2017,2452,53,46,Ball and Seat/Plug and Perf,1.9,4600,SW,483.8
100/09-11-077-17W6/00,south_graben,TOURMALINE OIL CORP.,1953353,0,325559,5716,5352,892,4598,7226,2016,1418,44,32,Ball and Seat ,1.2,1750.5,SW,305.5
103/09-04-082-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1940205,0,323368,8007,5316,886,4160,6722,2013,1939,108,18,Ball and Seat ,0.6,1154.9,SW,493.5
102/10-35-078-18W6/00,south_graben,ARC RESOURCES LTD.,1936808,0,322801,24333,5292,882,4930,7022,2015,2282,82,28,Ball and Seat ,1.2,2755.2,SW,690.3
100/04-05-081-15W6/00,south_graben,TOURMALINE OIL CORP.,1934453,1465,323874,8463,5300,887,3378,7762,2012,1330,58,23,Ball and Seat/Plug and Perf,1,1275,SW,266.9
102/15-19-079-14W6/00,south_graben,ARC RESOURCES LTD.,1932906,4,322155,13607,5296,883,4594,7944,2014,2361,148,16,Plug and Perf,0.8,1929.9,SW,428.4
100/09-14-077-14W6/00,south_graben,OVINTIV CANADA ULC,1929318,34489,356042,20232,5286,976,4846,7937,2018,2488,96,26,Plug and Perf,1.8,4347,SW,418.1
103/01-21-080-18W6/00,south_graben,SHELL CANADA LIMITED,1929148,0,321525,29791,5285,881,4715,5618,2017,2147,55,39,Ball and Seat ,1.2,2542.1,SW,303.1
100/09-06-079-14W6/00,south_graben,ARC RESOURCES LTD.,1919543,71,319994,12261,5259,877,4112,7253,2014,1807,90,20,Ball and Seat/Plug and Perf,1.1,1960,SW,488.2
100/10-23-079-15W6/00,south_graben,ARC RESOURCES LTD.,1915217,6,319209,17043,5233,872,4757,7565,2019,2337,97,24,Plug and Perf,1.5,3518.1,SW,614
100/10-29-079-14W6/00,south_graben,ARC RESOURCES LTD.,1914002,1456,320457,12443,5244,878,4915,6989,2017,2507,84,30,Plug and Perf,2.5,6347.7,SW,913.4
100/07-06-081-17W6/00,south_graben,OVINTIV CANADA ULC,1911893,47889,366538,38624,5224,1002,4295,7351,2015,2034,92,22,Plug and Perf,3.5,7139.1,SW,1096.7
103/10-36-079-18W6/00,south_graben,OVINTIV CANADA ULC,1908203,17418,335452,98711,5228,919,4195,6547,2017,1701,142,12,Plug and Perf,1.4,2415,SW,737.4
102/07-02-079-15W6/00,south_graben,ARC RESOURCES LTD.,1905141,0,317524,13298,5220,870,5130,7411,2016,2747,92,30,Ball and Seat ,1.1,3003.4,SW,456.9
102/16-26-079-17W6/00,south_graben,OVINTIV CANADA ULC,1894967,6811,322639,50451,5192,884,4750,5446,2014,2377,149,16,Plug and Perf,1.1,2575,WB,631.1
104/16-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1887470,47683,362261,104222,5171,993,5013,7999,2018,2526,105,24,Plug and Perf,1.4,3562.7,SW,603.2
104/08-06-079-14W6/00,south_graben,ARC RESOURCES LTD.,1885376,0,314229,12042,5165,861,4851,5789,2018,2524,210,12,Plug and Perf,0.8,1977.9,SW,637.8
102/15-02-081-16W6/00,south_graben,ARC RESOURCES LTD.,1882787,25973,339770,16221,5158,931,3677,8333,2014,1318,66,20,Ball and Seat ,1,1260,SW,361.5
100/12-25-079-17W6/00,south_graben,OVINTIV CANADA ULC,1878193,5241,318273,10638,5146,872,5109,6955,2013,2226,223,10,Plug and Perf,0.8,1678.8,SW,795.4
103/13-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1876589,65480,378245,93909,5141,1036,4676,8215,2018,2329,86,27,Plug and Perf,1.2,2878,SW,412.8
103/16-11-080-17W6/00,south_graben,OVINTIV CANADA ULC,1869318,145767,457320,164458,5107,1250,5020,8030,2019,2512,64,39,Plug and Perf,2.6,6495,SW,665.4
100/07-35-078-18W6/00,south_graben,ARC RESOURCES LTD.,1869223,0,311537,15596,5107,851,4960,7150,2015,2370,79,30,Ball and Seat ,1.3,3066,SW,508.2
100/13-30-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1868795,360,311826,49870,5106,852,3692,4774,2015,1335,53,25,Ball and Seat ,1.1,1446.9,SW,337.2
105/15-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1867252,25993,337202,116340,5116,924,4960,7579,2018,2469,80,31,Plug and Perf,1.4,3431.9,SW,440.8
100/16-02-081-16W6/00,south_graben,ARC RESOURCES LTD.,1861482,25332,335579,14172,5100,919,3533,8189,2014,1318,66,20,Ball and Seat ,1,1260,SW,364.2
100/12-03-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1858505,0,309751,24957,5092,849,5811,7085,2017,3003,97,31,Plug and Perf,1.5,4534.6,SW,979.9
100/05-29-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1856449,603,310011,22622,5086,849,3369,6744,2013,1239,41,30,Ball and Seat/Plug and Perf,1.3,1650,SW,261.2
103/14-09-078-17W6/00,south_graben,MURPHY OIL COMPANY LTD.,1854648,0,309108,16730,5081,847,4964,7526,2014,2122,118,18,Ball and Seat ,0.9,1800,SW,605.2
102/05-09-080-16W6/00,south_graben,TOURMALINE OIL CORP.,1854228,0,309038,48256,5080,847,5131,6703,2018,2559,56,46,Ball and Seat ,1,2495,SW,301
100/13-34-077-15W6/00,south_graben,OVINTIV CANADA ULC,1844262,17239,324616,10905,5053,889,4860,6185,2012,2478,225,11,Plug and Perf,0.7,1743,SW,934.1
104/15-04-080-17W6/00,south_graben,OVINTIV CANADA ULC,1842733,41552,348674,85200,5049,955,4922,7798,2018,2367,79,30,Plug and Perf,1.2,2815.5,SW,492.9
102/12-17-080-17W6/00,south_graben,OVINTIV CANADA ULC,1841942,34737,341728,79270,5046,936,3927,8330,2018,1483,99,15,Plug and Perf,1.6,2360.8,SW,592.1
102/09-23-079-15W6/00,south_graben,ARC RESOURCES LTD.,1827781,0,304630,8430,4994,832,3910,7934,2009,1715,191,9,Plug and Perf,0.5,900,CO2,147.8
100/04-32-079-17W6/00,south_graben,OVINTIV CANADA ULC,1827647,44898,349506,55386,4994,955,4623,8174,2019,2004,51,39,Plug and Perf,2.4,4816.2,SW,592.9
103/03-24-081-19W6/00,south_graben,CANADIAN NATURAL RESOURCES LIMITED,1826591,0,304432,12675,5004,834,4260,7200,2014,1779,94,19,Ball and Seat ,0.7,1268.7,SW,520.1
102/13-11-081-18W6/00,south_graben,OVINTIV CANADA ULC,1824423,58901,362971,112359,4998,994,4933,7399,2016,2415,97,25,Plug and Perf,1.7,4170.2,SW,761.4
100/16-31-077-16W6/00,south_graben,MURPHY OIL COMPANY LTD.,1822943,0,303824,46019,4994,832,5409,8172,2018,2709,100,27,Plug and Perf,1.5,4050,SW,700.1
100/13-12-079-15W6/00,south_graben,ARC RESOURCES LTD.,1820806,329,303797,11600,4989,832,4218,7178,2014,1901,95,20,Ball and Seat/Plug and Perf,1,1960,SW,497.3
103/06-06-080-17W6/00,south_graben,OVINTIV CANADA ULC,1818147,26226,329251,75098,4981,902,4214,7406,2018,1659,104,16,Plug and Perf,1.5,2420,SW,527.3
105/02-04-081-17W6/00,south_graben,OVINTIV CANADA ULC,1816805,78226,381027,91044,4964,1041,4719,7649,2019,2560,99,26,Plug and Perf,1.8,4490,SW,599.7
100/12-20-080-15W6/00,south_graben,TOURMALINE OIL CORP.,1816039,3075,305748,6206,4975,838,3766,8172,2016,1432,55,26,Ball and Seat ,1,1396.7,SW,293.1
